1;fr;Quelle ville française était appelée la cité des papes au Moyen Âge ?;Avignon;Tours;Metz;Nantes;Débutant;Avignon est l'une des rares villes françaises à avoir conservé ses remparts et son centre historique, composé du palais des papes.;https://fr.wikipedia.org/wiki/Avignon
2;fr;Quel diplomate français a succédé au Cardinal de Richelieu ?;Jules Mazarin;Philippe Mancini;Charles de Mantoue;Antonio Barberini;Débutant;Le cardinal choisit comme pièce principale de son blason le faisceau de licteur, un signe de romanité.;https://fr.wikipedia.org/wiki/Jules_Mazarin
3;fr;Quelle reine de France a porté le chapeau dans l'affaire du collier ?;Marie-Antoinette;Marie-Joséphine;Marie-Thérèse;Marie-Louise;Débutant;Les joailliers Boehmer et Bassenge réclamèrent à la reine 1,6 million de livres pour l'achat d'un collier de diamants.;https://fr.wikipedia.org/wiki/Marie-Antoinette_d'Autriche
4;fr;Quand François Mitterrand fut-il élu président de la France pour la première fois ?;1981;1976;1986;1991;Débutant;Mitterrand sera élu 21e président de la République française face à Valéry Giscard d'Estaing avec 51 % des suffrages exprimés.;https://fr.wikipedia.org/wiki/François_Mitterrand
5;fr;Quelle ville Jeanne d'Arc a-t-elle héroïquement libérée des Anglais ?;Orléans;Angers;Le Mans;Tours;Débutant;Jeanne d'Arc a été condamnée à être brûlée vive en 1431 après un procès en hérésie conduit par Pierre Cauchon.;https://fr.wikipedia.org/wiki/Jeanne_d'Arc
6;fr;Quel homme d'État français fut surnommé le Tigre ou encore le Père la victoire ?;Clémenceau;Foch;Joffre;Poincaré;Débutant;Se désignant comme premier flic de France, Clémenceau réprimera les grèves et mettra fin à la querelle des inventaires.;https://fr.wikipedia.org/wiki/Georges_Clemenceau
7;fr;Quelle héroïne de l'histoire de France était la Pucelle d'Orléans ?;Jeanne d'Arc;Rita de Cascia;Hélène Duglioli;Alessandra Scala;Débutant;Elle parvint à insuffler aux soldats français une énergie nouvelle et à contraindre les Anglais à lever le siège de la ville.;https://fr.wikipedia.org/wiki/Jeanne_d'Arc
8;fr;Sur quelle principauté a régné la maison de Matignon ?;Monaco;Cambrai;Foucarmont;Condé;Débutant;La maison de Goyon donna à la France, sous l'Ancien Régime, plusieurs maréchaux de France et évêques.;https://fr.wikipedia.org/wiki/Maison_de_Goyon
9;fr;Quel journal a brillé en sortant le premier l'affaire des diamants de Bokassa ?;Canard Enchaîné;Charlie Hebdo;Minute;Paris Match;Débutant;Cette affaire pourrait être une des causes de sa défaite face au candidat du Parti socialiste, François Mitterrand.;https://fr.wikipedia.org/wiki/Affaire_des_diamants
10;fr;Quel Guillaume, duc de Normandie, parfois surnommé le Bâtard, a conquis l'Angleterre ?;Le Conquérant;Le Chevelu;Le Pieux;Le Hardi;Débutant;Vers 1050, Guillaume épousa Mathilde de Flandre fille de Baudouin V avec qui il aura au moins dix enfants dont quatre fils.;https://fr.wikipedia.org/wiki/Guillaume_le_Conquérant
11;fr;Quelle ville assiégée Gambetta a-t-il dû quitter en ballon ?;Paris;Lyon;Rouen;Toulouse;Confirmé;Gambetta, d'abord réticent, fut sollicité par ses collègues ministres et le 7 octobre 1870, il quitta Paris en ballon monté.;https://fr.wikipedia.org/wiki/Léon_Gambetta
12;fr;Quel roi a révoqué l'édit de Nantes en 1685, ayant donné la liberté de religion ?;Louis XIV;Henri IV;Charles IX;François II;Confirmé;La promulgation de cet édit a mis fin aux guerres de religion qui avaient ravagé le royaume de France depuis 1572.;https://fr.wikipedia.org/wiki/Édit_de_Nantes
13;fr;Quel était le surnom du fils de Napoléon 1er et de Marie-Louise ?;L'Aiglon;Le Corsaire;L'Incapable;Le Mal aimé;Confirmé;Jusqu'à sa mort à l'âge de 21 ans, Napoléon II fut reconnu par les bonapartistes comme l'héritier du trône impérial.;https://fr.wikipedia.org/wiki/Napoléon_II
14;fr;Quel chevalier franc et comte urbain a été trahi par Ganelon au col de Roncevaux ?;Roland;Perceval;Marsile;Gauvain;Confirmé;Pour cette raison, Ganelon est d'une certaine manière devenu dans la tradition française l'archétype du félon ou du traître.;https://fr.wikipedia.org/wiki/Bataille_de_Roncevaux_(778)
15;fr;De quelle manière François Ravaillac a-t-il tué le roi Henri IV ?;Poignardé;Empoisonné;Décapité;Fusillé;Confirmé;Ravaillac sera condamné à mort par le Parlement de Paris au cours d'un procès de dix jours, présidé par Achille 1er de Harlay.;https://fr.wikipedia.org/wiki/François_Ravaillac
16;fr;Quel code régissait la vie d'une grande partie de la cour de Louis XIV ?;Étiquette;Bonjour;Pourboire;Mayade;Confirmé;L'étiquette gouverne et restreint la manière dont les gens interagissent et sert à exprimer le respect dû à autrui.;https://fr.wikipedia.org/wiki/Étiquette_(code)
17;fr;Quel pays Bertrand Du Guesclin a-t-il combattu durant toute sa vie ?;Angleterre;Allemagne;Italie;Pays-Bas;Confirmé;Bertrand du Guesclin est considéré, selon les sources, soit comme un héros à la loyauté absolue, soit comme un traître.;https://fr.wikipedia.org/wiki/Bertrand_Du_Guesclin
18;fr;Quel âge avait Clovis lorsqu'il fut élu roi des Francs en 481 ?;16 ans;14 ans;12 ans;10 ans;Confirmé;Clovis est considéré dans l'historiographie comme un des personnages historiques les plus importants de l'histoire de France.;https://fr.wikipedia.org/wiki/Clovis_Ier
19;fr;À quelle élection présidentielle s'est présenté pour la première fois Michel Rocard ?;1969;1972;1975;1978;Confirmé;Michel Rocard fut chargé de la négociation internationale pour les pôles arctique et antarctique de 2009 à sa mort.;https://fr.wikipedia.org/wiki/Michel_Rocard
20;fr;Quel corsaire malouin s'est évadé d'Angleterre et a rejoint St-Malo à la rame ?;Jean Bart;Jean Bernanos;Nicolas Surcouf;Philippe Bequel;Confirmé;La bataille navale du Dogger Bank fut livrée en mer du Nord le 17 juin 1696, pendant la guerre de la Ligue d'Augsbourg.;https://fr.wikipedia.org/wiki/Jean_Bart
21;fr;Quel droit adopté en 1792 a été rétabli par la loi Naquet en 1884 ?;Droit au divorce;Droit à la retraite;Droit au vote;Droit à l'euthanasie;Expert;Devant le nombre élevé de divorces qui se produisit, certaines modifications furent apportées à cette loi sur le divorce.;https://fr.wikipedia.org/wiki/Loi_autorisant_le_divorce_en_France
22;fr;Quel roi a fait installer les premières boîtes aux lettres dans Paris ?;Louis XIV;Henri IV;Charles IX;François II;Expert;La Poste est issue des relais de poste créés par Louis XI en 1477 pour le transport des messages royaux.;https://fr.wikipedia.org/wiki/La_Poste_(entreprise_française)
